filename,width,height,class,xmin,ymin,xmax,ymax
aug_gate_64.jpg,1067,600,total_gate,256.11703,184.50148,688.32776,432.36987
aug_gate_96.jpg,1067,600,small_gate,527.387,153.33334,872.49475,527.2222
aug_gate_96.jpg,1067,600,big_gate,145.60107,144.44444,556.2849,456.6667
aug_gate_96.jpg,1067,600,total_gate,146.71246,144.44444,872.49475,524.44446
aug_gate_128.jpg,955,600,small_gate,664.94836,176.64474,913.07074,419.4079
aug_gate_128.jpg,955,600,big_gate,396.60123,189.47368,685.6663,436.67764
aug_gate_128.jpg,955,600,total_gate,393.64154,176.64474,914.0574,432.73026
aug_gate_3.jpg,955,600,small_gate,513.57697,309.13818,679.8141,497.625
aug_gate_3.jpg,955,600,big_gate,302.9442,316.04605,526.40234,505.51974
aug_gate_3.jpg,955,600,total_gate,302.9442,311.11182,678.8275,503.54605
aug_gate_67.jpg,1067,600,total_gate,430.69006,246.11111,709.1104,392.7778
aug_gate_99.jpg,1067,600,small_gate,363.34653,111.52199,586.6383,347.07123
aug_gate_99.jpg,1067,600,big_gate,566.3088,106.191315,831.2595,299.7615
aug_gate_99.jpg,1067,600,total_gate,362.67996,107.52397,829.59314,344.07272
aug_gate_131.jpg,955,600,small_gate,437.36505,132.36014,612.0319,319.8592
aug_gate_131.jpg,955,600,big_gate,221.16153,129.16415,456.0033,326.2512
aug_gate_131.jpg,955,600,total_gate,220.0965,133.42548,614.16205,336.90454
aug_gate_6.jpg,955,600,small_gate,544.0935,235.36183,742.3941,452.4671
aug_gate_6.jpg,955,600,big_gate,301.89044,231.41447,563.3316,474.17764
aug_gate_6.jpg,955,600,total_gate,297.9442,240.29605,743.3807,473.19077
aug_gate_70.jpg,1067,600,small_gate,449.5849,80.55555,796.91565,452.22223
aug_gate_102.jpg,1067,600,small_gate,71.13334,139.44444,466.8125,570.0
aug_gate_102.jpg,1067,600,big_gate,435.69165,134.44444,883.6094,463.33334
aug_gate_102.jpg,1067,600,total_gate,71.13334,139.44444,883.6094,568.88885
aug_gate_134.jpg,955,600,small_gate,855.8409,92.190796,955.0,314.72366
aug_gate_134.jpg,955,600,big_gate,617.5842,99.59212,871.62604,314.72366
aug_gate_134.jpg,955,600,total_gate,614.6245,88.24342,955.0,317.68423
aug_gate_9.jpg,955,600,small_gate,84.84504,108.55263,358.125,406.57895
aug_gate_9.jpg,955,600,big_gate,339.87344,108.55263,696.51855,421.3816
aug_gate_9.jpg,955,600,total_gate,83.858475,107.56579,698.49176,420.39474
aug_gate_73.jpg,1067,600,small_gate,646.313,257.22223,1024.2089,600.0
aug_gate_73.jpg,1067,600,big_gate,228.40472,247.22223,672.98804,575.0
aug_gate_73.jpg,1067,600,total_gate,227.29327,246.11111,1025.8761,600.0
aug_gate_105.jpg,1067,600,small_gate,13.893229,127.77778,436.80313,556.11115
aug_gate_105.jpg,1067,600,big_gate,410.12814,127.77778,871.3833,464.44446
aug_gate_105.jpg,1067,600,total_gate,11.114584,126.66667,871.3833,557.2222
aug_gate_137.jpg,955,600,big_gate,310.73395,33.552628,717.2009,362.6645
aug_gate_12.jpg,800,600,total_gate,63.75,0.0,800.0,395.75003
aug_gate_76.jpg,1067,600,small_gate,1.1114584,195.55556,385.67603,585.0
aug_gate_76.jpg,1067,600,big_gate,353.99948,190.55556,800.8057,507.2222
aug_gate_76.jpg,1067,600,total_gate,0.0,192.22223,802.47296,580.0
aug_gate_79.jpg,1067,600,small_gate,133.71223,160.64763,543.88324,593.27625
aug_gate_79.jpg,1067,600,big_gate,451.1788,203.27939,954.10675,600.0
aug_gate_79.jpg,1067,600,total_gate,132.62315,141.91699,952.7958,600.0
aug_gate_111.jpg,1067,600,small_gate,46.853798,229.88908,455.15228,600.0
aug_gate_111.jpg,1067,600,big_gate,422.39694,205.23715,890.57684,553.94336
aug_gate_111.jpg,1067,600,total_gate,46.72366,204.12917,890.2814,600.0
aug_gate_50.jpg,800,600,total_gate,8.117838,148.54718,740.6885,568.54877
aug_gate_82.jpg,1067,600,small_gate,526.77637,189.85457,938.48193,600.0
aug_gate_82.jpg,1067,600,big_gate,177.29688,110.31031,630.8303,485.71402
aug_gate_82.jpg,1067,600,total_gate,155.7111,112.95414,940.9239,600.0
aug_gate_114.jpg,1067,600,small_gate,606.30054,216.1111,1054.7739,600.0
aug_gate_114.jpg,1067,600,big_gate,121.70465,212.22223,639.08856,600.0
aug_gate_114.jpg,1067,600,total_gate,121.70465,221.11111,1051.9954,600.0
aug_gate_146.jpg,1067,600,small_gate,217.61444,19.434057,448.1978,290.66132
aug_gate_146.jpg,1067,600,big_gate,393.34314,43.97578,694.91675,379.07803
aug_gate_146.jpg,1067,600,total_gate,209.45464,14.482289,698.2075,383.86465
aug_gate_53.jpg,955,600,small_gate,384.129,81.7458,701.47205,414.82956
aug_gate_53.jpg,955,600,big_gate,28.12096,128.56308,462.8639,513.81104
aug_gate_53.jpg,955,600,total_gate,27.873075,79.4743,706.162,515.07074
aug_gate_85.jpg,1067,600,small_gate,324.53802,120.55556,715.21564,401.1111
aug_gate_117.jpg,955,600,small_gate,441.16254,105.861374,726.8734,408.66452
aug_gate_117.jpg,955,600,big_gate,132.7288,149.22066,517.02234,482.85297
aug_gate_117.jpg,955,600,total_gate,133.69627,106.44287,731.1266,481.6921
aug_gate_149.jpg,1067,600,small_gate,333.29102,0.0,614.1255,202.73422
aug_gate_149.jpg,1067,600,big_gate,497.29147,0.0,859.5461,329.4567
aug_gate_149.jpg,1067,600,total_gate,315.64954,0.0,861.67554,332.22327
aug_gate_56.jpg,955,600,small_gate,112.96228,137.66447,345.79285,381.9079
aug_gate_56.jpg,955,600,big_gate,330.00775,140.625,631.8982,400.6579
aug_gate_56.jpg,955,600,total_gate,113.94885,139.63817,631.8982,397.69736
aug_gate_88.jpg,1067,600,small_gate,577.4026,81.666664,908.6172,438.3333
aug_gate_88.jpg,1067,600,big_gate,194.50525,78.88889,602.4104,373.8889
aug_gate_88.jpg,1067,600,total_gate,194.50525,80.55555,908.6172,438.3333
aug_gate_152.jpg,1067,600,small_gate,659.6505,90.0,880.275,352.7778
aug_gate_152.jpg,1067,600,big_gate,390.6776,77.77778,684.1026,410.55554
aug_gate_152.jpg,1067,600,total_gate,389.5661,77.77778,880.8307,412.22223
aug_gate_91.jpg,1067,600,small_gate,211.16989,28.940006,619.9416,451.16296
aug_gate_91.jpg,1067,600,big_gate,500.84674,125.11054,996.8083,549.8559
aug_gate_91.jpg,1067,600,total_gate,210.6307,28.594997,998.18787,573.09283
aug_gate_62.jpg,1067,600,total_gate,357.8896,229.44444,629.08545,365.0
aug_gate_94.jpg,1067,600,small_gate,240.11203,135.81732,618.8979,532.6799
aug_gate_94.jpg,1067,600,big_gate,530.37964,55.41526,1000.3592,441.5935
aug_gate_94.jpg,1067,600,total_gate,241.75026,62.512093,1007.0587,531.82465
aug_gate_1.jpg,1067,600,small_gate,199.9102,22.247404,737.2343,585.99347
aug_gate_65.jpg,1067,600,total_gate,362.89114,253.33334,635.1984,385.55557
aug_gate_97.jpg,1067,600,small_gate,558.5078,156.66667,916.3974,527.2222
aug_gate_97.jpg,1067,600,big_gate,176.72186,147.77779,589.07294,456.6667
aug_gate_97.jpg,1067,600,total_gate,175.61041,150.55556,917.50885,528.3333
aug_gate_129.jpg,955,600,small_gate,616.7751,227.70871,867.36066,478.33386
aug_gate_129.jpg,955,600,big_gate,391.13058,165.3519,681.7331,438.3045
aug_gate_129.jpg,955,600,total_gate,391.13058,167.2567,865.4564,488.29367
aug_gate_4.jpg,800,600,total_gate,0.0,41.517277,794.30756,506.30396
aug_gate_36.jpg,955,600,small_gate,538.05475,121.60037,798.86456,435.91968
aug_gate_36.jpg,955,600,big_gate,156.46277,120.936554,557.30023,466.1235
aug_gate_36.jpg,955,600,total_gate,156.46277,121.60037,798.86456,466.78735
aug_gate_68.jpg,1067,600,total_gate,455.2224,346.22223,725.30676,496.77777
aug_gate_100.jpg,1067,600,small_gate,0.0,0.0,525.2628,565.0847
aug_gate_100.jpg,1067,600,big_gate,377.2088,17.124369,1061.7172,589.0149
aug_gate_100.jpg,1067,600,total_gate,0.0,0.0,1063.6799,600.0
aug_gate_132.jpg,955,600,small_gate,871.2106,184.5713,955.0,381.46124
aug_gate_132.jpg,955,600,big_gate,652.19275,185.49493,881.07837,380.97607
aug_gate_132.jpg,955,600,total_gate,651.2062,184.01218,955.0,381.46124
aug_gate_7.jpg,955,600,small_gate,171.22601,97.286255,417.6348,359.11526
aug_gate_7.jpg,955,600,big_gate,364.6835,131.71298,680.1391,433.07208
aug_gate_7.jpg,955,600,total_gate,165.25014,97.12227,680.3031,433.07208
aug_gate_71.jpg,1067,600,small_gate,347.33295,195.03448,582.0784,439.39868
aug_gate_71.jpg,1067,600,big_gate,521.17267,235.80699,846.00824,512.25977
aug_gate_71.jpg,1067,600,total_gate,343.92438,193.8893,846.00824,512.25977
aug_gate_103.jpg,1067,600,small_gate,0.0,182.44444,364.69794,600.0
aug_gate_103.jpg,1067,600,big_gate,333.5771,181.88889,785.3849,538.55554
aug_gate_103.jpg,1067,600,total_gate,0.0,181.88889,785.3849,600.0
aug_gate_74.jpg,1067,600,small_gate,0.0,93.69981,427.60254,550.77625
aug_gate_74.jpg,1067,600,big_gate,295.4892,199.88634,823.588,600.0
aug_gate_74.jpg,1067,600,total_gate,0.0,81.16554,825.5341,600.0
aug_gate_106.jpg,1067,600,small_gate,652.98175,223.33333,1067.0,600.0
aug_gate_106.jpg,1067,600,big_gate,231.18329,221.11111,681.87964,549.44446
aug_gate_106.jpg,1067,600,total_gate,230.62756,220.0,1067.0,600.0
aug_gate_48.jpg,800,600,total_gate,98.663734,199.22775,800.0,551.8233
aug_gate_13.jpg,955,600,small_gate,496.3295,129.04382,691.2637,331.75098
aug_gate_13.jpg,955,600,big_gate,290.80148,73.88516,551.0182,305.28867
aug_gate_13.jpg,955,600,total_gate,289.84726,74.58904,692.46857,342.50082
aug_gate_45.jpg,955,600,small_gate,0.0,0.0,345.54727,563.1796
aug_gate_45.jpg,955,600,big_gate,313.18744,0.0,955.0,600.0
aug_gate_45.jpg,955,600,total_gate,0.0,0.0,955.0,600.0
aug_gate_80.jpg,1067,600,small_gate,217.84583,172.77779,559.06354,548.8889
aug_gate_80.jpg,1067,600,big_gate,525.16406,130.55556,966.96875,459.44446
aug_gate_80.jpg,1067,600,total_gate,216.73438,126.111115,967.5245,548.8889
aug_gate_77.jpg,1067,600,small_gate,0.0,216.94305,371.82593,599.9155
aug_gate_77.jpg,1067,600,big_gate,351.101,214.34926,784.7341,528.4651
aug_gate_77.jpg,1067,600,total_gate,0.0,214.1653,784.7341,600.0
aug_gate_112.jpg,1067,600,big_gate,351.2427,193.22221,831.3927,542.6667
aug_gate_112.jpg,1067,600,small_gate,0.0,196.55556,385.14218,551.0
aug_gate_112.jpg,1067,600,total_gate,0.0,189.33333,832.5042,551.0
aug_gate_109.jpg,1067,600,small_gate,130.11458,184.11111,529.1282,563.0
aug_gate_109.jpg,1067,600,big_gate,493.0057,150.22223,931.4761,473.55554
aug_gate_109.jpg,1067,600,total_gate,130.11458,150.22223,932.58746,563.0
aug_gate_86.jpg,1067,600,small_gate,0.0,77.77778,353.99948,462.22223
aug_gate_86.jpg,1067,600,big_gate,327.8802,80.00001,720.78076,365.55554
aug_gate_86.jpg,1067,600,total_gate,0.0,78.88889,720.78076,462.22223
aug_gate_150.jpg,1067,600,small_gate,190.61511,81.11111,406.23804,346.1111
aug_gate_150.jpg,1067,600,big_gate,382.34164,79.44445,667.4307,402.22223
aug_gate_150.jpg,1067,600,total_gate,189.50365,81.11111,669.09796,403.8889
aug_gate_144.jpg,1067,600,small_gate,554.4245,53.555553,750.04114,284.1111
aug_gate_144.jpg,1067,600,big_gate,303.7906,44.11111,569.98486,339.1111
aug_gate_144.jpg,1067,600,total_gate,304.90204,44.11111,750.59686,338.55554
aug_gate_57.jpg,955,600,small_gate,0.0,59.266903,328.83252,420.02994
aug_gate_57.jpg,955,600,big_gate,258.1122,108.05561,693.3161,494.17938
aug_gate_57.jpg,955,600,total_gate,0.0,59.266903,694.4552,495.31863
aug_gate_89.jpg,1067,600,small_gate,29.610428,140.55556,359.71356,509.44443
aug_gate_89.jpg,1067,600,big_gate,335.81717,137.77777,741.4995,431.66666
aug_gate_89.jpg,1067,600,total_gate,29.610428,135.55556,742.6109,509.44443
aug_gate_51.jpg,955,600,small_gate,515.9199,256.0066,693.5026,432.65134
aug_gate_51.jpg,955,600,big_gate,279.63635,249.59212,529.23865,452.38815
aug_gate_51.jpg,955,600,total_gate,279.14307,249.59212,693.5026,452.38815
aug_gate_153.jpg,1067,600,small_gate,588.6627,0.0,882.62146,314.09677
aug_gate_153.jpg,1067,600,big_gate,327.5251,45.5248,715.25934,457.53815
aug_gate_153.jpg,1067,600,total_gate,326.29538,0.0,902.1834,459.9971
aug_gate_60.jpg,1067,600,total_gate,476.57584,234.74075,660.073,328.18402
aug_gate_83.jpg,1067,600,small_gate,147.13646,127.111115,500.02448,493.77777
aug_gate_83.jpg,1067,600,big_gate,481.12967,125.44444,869.0287,416.55554
aug_gate_83.jpg,1067,600,total_gate,147.6922,125.44444,869.0287,492.11115
aug_gate_92.jpg,1067,600,small_gate,114.94675,63.16015,447.62207,422.0333
aug_gate_92.jpg,1067,600,big_gate,427.74335,62.57566,863.90466,395.73148
aug_gate_92.jpg,1067,600,total_gate,114.94675,61.406685,863.90466,424.37125
aug_gate_63.jpg,1067,600,total_gate,438.1495,231.3186,712.77875,378.9802
aug_gate_115.jpg,1067,600,small_gate,344.55212,266.1111,516.8281,443.8889
aug_gate_115.jpg,1067,600,big_gate,502.93494,263.8889,740.2312,456.6667
aug_gate_115.jpg,1067,600,total_gate,344.55212,264.44443,740.787,456.6667
aug_gate_95.jpg,1067,600,small_gate,244.52084,169.44444,568.5109,533.3333
aug_gate_95.jpg,1067,600,big_gate,543.5031,161.66666,956.40985,475.55554
aug_gate_95.jpg,1067,600,total_gate,244.52084,161.66666,956.96564,536.1111
aug_gate_147.jpg,1067,600,small_gate,656.8718,72.77778,858.04584,321.11108
aug_gate_147.jpg,1067,600,big_gate,400.125,67.77778,675.21094,346.1111
aug_gate_147.jpg,1067,600,total_gate,400.125,67.77778,858.60156,348.33334
aug_gate_127.jpg,955,600,small_gate,99.46417,130.09488,324.06424,356.38184
aug_gate_127.jpg,955,600,big_gate,311.8798,140.65764,581.1562,376.2886
aug_gate_127.jpg,955,600,total_gate,99.46417,128.46983,582.78076,377.10114
aug_gate_130.jpg,955,600,small_gate,604.7676,192.92763,832.6653,374.01315
aug_gate_66.jpg,1067,600,total_gate,366.22552,250.55556,632.4198,393.88892
aug_gate_5.jpg,955,600,small_gate,207.53513,306.0066,377.22522,497.45395
aug_gate_5.jpg,955,600,big_gate,365.38638,305.01974,610.0558,515.2171
aug_gate_5.jpg,955,600,total_gate,203.09555,304.52634,609.0692,521.6316
aug_gate_98.jpg,1067,600,small_gate,598.42816,52.01231,1067.0,600.0
aug_gate_98.jpg,1067,600,big_gate,3.645162,44.590164,629.77594,519.60815
aug_gate_98.jpg,1067,600,total_gate,3.645162,44.590164,1067.0,600.0
aug_gate_69.jpg,1067,600,total_gate,274.99948,248.55556,545.6396,398.0
aug_gate_40.jpg,955,600,small_gate,550.9995,41.940792,955.0,505.26315
aug_gate_40.jpg,955,600,big_gate,0.0,41.940792,575.1704,539.3092
aug_gate_40.jpg,955,600,total_gate,0.0,41.940792,955.0,540.2961
aug_gate_72.jpg,1067,600,small_gate,545.7261,224.44444,893.6125,600.0
aug_gate_72.jpg,1067,600,big_gate,111.7016,221.11111,569.6224,568.3333
aug_gate_72.jpg,1067,600,total_gate,110.03436,220.0,894.1682,600.0
aug_gate_101.jpg,1067,600,small_gate,209.46927,86.22222,605.70416,501.22223
aug_gate_101.jpg,1067,600,big_gate,571.24896,85.11111,1014.7208,405.6667
aug_gate_101.jpg,1067,600,total_gate,208.35782,85.11111,1015.27655,499.0
aug_gate_104.jpg,1067,600,small_gate,0.11614609,186.44444,421.91458,600.0
aug_gate_104.jpg,1067,600,big_gate,396.90677,191.44444,853.7162,525.3333
aug_gate_104.jpg,1067,600,total_gate,0.11614609,190.88889,854.2719,600.0
aug_gate_11.jpg,800,600,small_gate,0.0,0.0,800.0,599.70166
aug_gate_133.jpg,955,600,big_gate,450.36932,188.98026,689.1193,375.4934
aug_gate_133.jpg,955,600,small_gate,674.814,181.08553,873.1147,382.40134
aug_gate_133.jpg,955,600,total_gate,448.88947,180.59212,874.10126,383.38815
aug_gate_75.jpg,1067,600,small_gate,697.99585,242.22221,1067.0,600.0
aug_gate_75.jpg,1067,600,big_gate,280.08746,227.22223,726.8938,547.2222
aug_gate_75.jpg,1067,600,total_gate,280.08746,226.11111,1067.0,600.0
aug_gate_8.jpg,955,600,big_gate,373.22803,188.83609,649.8259,429.47818
aug_gate_8.jpg,955,600,small_gate,181.5393,190.5519,387.80838,419.6123
aug_gate_8.jpg,955,600,total_gate,181.11046,189.694,651.1124,429.90717
aug_gate_49.jpg,800,600,small_gate,143.63858,61.6475,800.0,558.09564
aug_gate_81.jpg,1067,600,small_gate,222.75934,178.9129,524.686,517.1983
aug_gate_81.jpg,1067,600,big_gate,498.43146,167.24788,859.6737,441.37576
aug_gate_81.jpg,1067,600,total_gate,222.75934,168.21997,860.6461,520.60065
aug_gate_46.jpg,955,600,small_gate,563.8249,48.355263,954.0134,485.0329
aug_gate_46.jpg,955,600,big_gate,28.610535,52.30263,588.48914,526.9737
aug_gate_46.jpg,955,600,total_gate,28.117249,49.83553,955.0,526.4803
aug_gate_113.jpg,1067,600,small_gate,601.29895,228.33334,1024.2089,600.0
aug_gate_113.jpg,1067,600,big_gate,127.81775,223.33333,631.30835,600.0
aug_gate_113.jpg,1067,600,total_gate,127.81775,222.22221,1024.7645,600.0
aug_gate_145.jpg,1067,600,small_gate,72.02167,0.0,364.43616,298.60925
aug_gate_145.jpg,1067,600,big_gate,338.51578,0.0,731.3719,377.15598
aug_gate_145.jpg,1067,600,total_gate,74.45171,0.0,734.6118,379.58524
aug_gate_78.jpg,1067,600,big_gate,306.75998,112.793686,978.6678,600.0
aug_gate_78.jpg,1067,600,small_gate,0.0,200.92555,432.5867,600.0
aug_gate_78.jpg,1067,600,total_gate,0.0,101.21284,996.87866,600.0
aug_gate_372.jpg,1067,600,small_gate,524.60834,164.44444,687.9927,380.0
aug_gate_372.jpg,1067,600,big_gate,676.8781,134.44444,1015.8729,383.8889
aug_gate_372.jpg,1067,600,total_gate,523.4969,134.44444,1018.0958,380.55557
aug_gate_110.jpg,1067,600,big_gate,195.6167,198.33333,652.98175,528.88885
aug_gate_110.jpg,1067,600,small_gate,619.638,211.66667,1012.5386,600.0
aug_gate_110.jpg,1067,600,total_gate,194.50525,196.11111,1014.7615,600.0
aug_gate_436.jpg,1067,600,small_gate,367.042,161.22943,452.54282,290.52057
aug_gate_436.jpg,1067,600,big_gate,445.44345,151.9723,598.8511,307.49197
aug_gate_436.jpg,1067,600,total_gate,367.35065,151.35516,598.8511,307.80057
aug_gate_404.jpg,1067,600,small_gate,225.74142,66.11272,397.7497,309.41772
aug_gate_404.jpg,1067,600,big_gate,383.4751,92.51238,564.0481,317.97977
aug_gate_404.jpg,1067,600,total_gate,225.02763,66.11272,564.0481,317.97977
aug_gate_340.jpg,1067,600,small_gate,757.28644,96.0,1023.4807,532.6666
aug_gate_340.jpg,1067,600,big_gate,575.0073,129.88889,776.1813,456.0
aug_gate_340.jpg,1067,600,total_gate,573.8959,98.77778,1024.5922,532.6666
aug_gate_468.jpg,1067,600,small_gate,467.92398,192.22223,502.93488,393.3333
aug_gate_468.jpg,1067,600,big_gate,487.37448,117.77777,552.39484,420.0
aug_gate_468.jpg,1067,600,total_gate,467.36823,116.66667,553.5063,422.77777
aug_gate_375.jpg,1067,600,small_gate,432.3573,130.55556,613.525,367.22223
aug_gate_375.jpg,1067,600,big_gate,83.359375,97.77778,444.58337,370.55554
aug_gate_375.jpg,1067,600,total_gate,83.9151,95.55556,612.96924,368.8889
aug_gate_180.jpg,1067,600,small_gate,354.5552,80.00001,552.39484,301.1111
aug_gate_180.jpg,1067,600,big_gate,535.72296,84.44444,536.2787,85.0
aug_gate_180.jpg,1067,600,big_gate,537.39014,86.111115,819.70056,360.0
aug_gate_180.jpg,1067,600,total_gate,354.5552,85.55556,820.2563,366.66666
aug_gate_212.jpg,1067,600,big_gate,477.37134,113.88889,869.7162,431.6667
aug_gate_407.jpg,1067,600,small_gate,322.32288,105.55556,453.47504,298.33334
aug_gate_407.jpg,1067,600,big_gate,443.47186,127.22222,584.6271,300.0
aug_gate_407.jpg,1067,600,total_gate,322.32288,105.55556,585.18286,301.1111
aug_gate_276.jpg,1067,600,small_gate,420.9565,232.00763,579.6455,425.8051
aug_gate_276.jpg,1067,600,big_gate,550.46136,245.04987,800.7369,450.6519
aug_gate_276.jpg,1067,600,total_gate,420.87088,230.48453,799.97504,451.3277
aug_gate_308.jpg,1067,600,small_gate,178.55988,248.44444,283.5927,379.55554
aug_gate_308.jpg,1067,600,big_gate,275.8125,247.33334,425.30365,374.55557
aug_gate_308.jpg,1067,600,total_gate,178.00415,247.33334,425.30365,380.1111
aug_gate_439.jpg,1067,600,small_gate,793.16345,0.0,955.1832,177.51254
aug_gate_439.jpg,1067,600,big_gate,521.4839,0.0,806.9944,203.19058
aug_gate_439.jpg,1067,600,total_gate,520.99,0.0,955.6772,203.68436
aug_gate_183.jpg,1067,600,small_gate,355.98526,101.59931,550.2005,307.37415
aug_gate_183.jpg,1067,600,big_gate,537.73175,106.68179,806.6237,364.9774
aug_gate_183.jpg,1067,600,total_gate,356.0053,105.568474,807.1706,363.48477
aug_gate_247.jpg,1067,600,small_gate,678.39655,85.024025,741.9948,294.6978
aug_gate_247.jpg,1067,600,big_gate,733.1993,3.859978,871.2214,283.87592
aug_gate_247.jpg,1067,600,total_gate,678.39655,2.5072398,872.5745,296.0505
aug_gate_279.jpg,1067,600,small_gate,443.4719,242.22221,550.1719,373.33334
aug_gate_279.jpg,1067,600,big_gate,540.7245,238.88889,712.4448,373.8889
aug_gate_279.jpg,1067,600,total_gate,443.4719,239.44444,712.4448,373.33334
aug_gate_215.jpg,1067,600,small_gate,349.58646,218.66666,424.60986,330.8889
aug_gate_215.jpg,1067,600,big_gate,419.0526,208.11111,550.7604,325.33334
aug_gate_215.jpg,1067,600,total_gate,349.03073,208.11111,551.3161,334.22223
aug_gate_186.jpg,1067,600,small_gate,502.93488,293.8889,726.338,532.2222
aug_gate_186.jpg,1067,600,big_gate,182.27917,295.0,515.16095,570.0
aug_gate_186.jpg,1067,600,total_gate,181.72343,293.33334,726.338,570.55554
aug_gate_311.jpg,1067,600,small_gate,392.25153,203.16402,495.18054,325.885
aug_gate_311.jpg,1067,600,big_gate,484.32104,206.46803,617.9399,322.581
aug_gate_311.jpg,1067,600,total_gate,393.19586,202.692,618.8842,325.41302
aug_gate_250.jpg,1067,600,small_gate,435.67978,235.0016,576.06244,399.4401
aug_gate_250.jpg,1067,600,big_gate,524.5391,188.2068,710.4123,364.92877
aug_gate_250.jpg,1067,600,total_gate,434.8861,188.04123,712.929,399.27454
aug_gate_343.jpg,1067,600,total_gate,355.66663,0.0,850.2656,434.44443
aug_gate_282.jpg,1067,600,small_gate,664.8672,248.66667,742.1136,393.1111
aug_gate_282.jpg,1067,600,big_gate,527.60205,222.0,672.0917,385.8889
aug_gate_282.jpg,1067,600,total_gate,527.60205,222.0,742.1136,394.22223
aug_gate_314.jpg,1067,600,total_gate,511.28488,112.113014,601.9251,337.15295
aug_gate_346.jpg,1067,600,small_gate,329.54736,223.33333,442.91614,369.44443
aug_gate_346.jpg,1067,600,big_gate,436.80316,233.33334,568.511,370.0
aug_gate_346.jpg,1067,600,total_gate,328.9917,223.33333,567.9552,372.22223
aug_gate_378.jpg,1067,600,small_gate,439.96667,209.81541,682.41705,507.98288
aug_gate_378.jpg,1067,600,big_gate,639.6136,127.19193,1067.0,504.80096
aug_gate_378.jpg,1067,600,total_gate,433.6951,126.58797,1067.0,517.5908
aug_gate_381.jpg,1067,600,small_gate,346.21927,46.11111,607.412,381.6667
aug_gate_410.jpg,1067,600,small_gate,643.53436,66.11111,796.9156,286.66666
aug_gate_410.jpg,1067,600,big_gate,499.04477,91.666664,656.3161,287.77777
aug_gate_410.jpg,1067,600,total_gate,499.04477,66.11111,798.02704,287.22223
aug_gate_413.jpg,1067,600,small_gate,816.3052,52.666668,982.46826,296.0
aug_gate_413.jpg,1067,600,big_gate,661.8125,81.0,827.9755,286.55554
aug_gate_413.jpg,1067,600,total_gate,661.2568,53.22222,983.0239,296.55554
aug_gate_442.jpg,1067,600,small_gate,364.00262,197.22221,485.15158,346.1111
aug_gate_442.jpg,1067,600,big_gate,474.03696,198.33333,639.0885,341.1111
aug_gate_445.jpg,1067,600,small_gate,428.74756,270.4346,500.50827,352.70587
aug_gate_445.jpg,1067,600,big_gate,493.67392,271.858,583.65955,350.99783
