ID,DataRow ID,Labeled Data,Label,Created By,Project Name,Created At,Updated At,Seconds to Label,External ID,Agreement,Benchmark Agreement,Benchmark ID,Benchmark Reference ID,Dataset Name,Reviews,View Label
ck5jsezbsghjp0929kihzumur,ck5jatd0a41g20doq3aws93v5,https://storage.labelbox.com/ck5ec4ea3duqe0899ddgbdz8n%2Fc1ee9975-8fbb-a887-3774-42250b15e2ee-gate_26.jpg?Expires=1580598319902&KeyName=labelbox-assets-key-1&Signature=r5iZXZV5QryppslGgxACeCKCg-A,"{""objects"":[{""featureId"":""ck5jsext4241u0yczbkzf5wp5"",""schemaId"":""ck5jayld65aif09786uvbap06"",""title"":""small_gate"",""value"":""small_gate"",""color"":""#FF0000"",""bbox"":{""top"":61,""left"":459,""height"":1018,""width"":1176}}],""classifications"":[]}",matthewgeng2@gmail.com,2020 Aquadrone Vision Data,1579363779000,1579363779000,10.506,gate_26.jpg,,,,,Gates,[],https://editor.labelbox.com?project=ck5injhcdv5vv0843dtldv2at&label=ck5jsezbsghjp0929kihzumur
ck5jsf55kghkz0929yk0zgy9z,ck5jatd0f41jm0doq8fhaev6r,https://storage.labelbox.com/ck5ec4ea3duqe0899ddgbdz8n%2F582fec95-488d-827b-fda8-d92a7d41daba-gate_58.jpg?Expires=1580598319902&KeyName=labelbox-assets-key-1&Signature=1rX9McNSzJtT_3oyJYCSiWrDcO0,"{""objects"":[{""featureId"":""ck5jsr70l03w511bwdea6gcs0"",""schemaId"":""ck5jayld65aif09786uvbap06"",""title"":""small_gate"",""value"":""small_gate"",""color"":""#FF0000"",""bbox"":{""top"":226,""left"":435,""height"":823,""width"":990}}],""classifications"":[]}",matthewgeng2@gmail.com,2020 Aquadrone Vision Data,1579363787000,1579364351000,34.773,gate_58.jpg,,,,,Gates,[],https://editor.labelbox.com?project=ck5injhcdv5vv0843dtldv2at&label=ck5jsf55kghkz0929yk0zgy9z
ck5jsfzx5ghm8095247rrx2cn,ck5jatd0h41n60doqeqn18pb6,https://storage.labelbox.com/ck5ec4ea3duqe0899ddgbdz8n%2F7fe14488-c6aa-c66a-4021-9877e7411248-gate_90.jpg?Expires=1580598319902&KeyName=labelbox-assets-key-1&Signature=aPjeDMJ3-_nIvDHuW-jRIdhCsLw,"{""objects"":[{""featureId"":""ck5jsff8d03sh0yc6kaauufcr"",""schemaId"":""ck5jayld65aif09786uvbap06"",""title"":""small_gate"",""value"":""small_gate"",""color"":""#FF0000"",""bbox"":{""top"":154,""left"":386,""height"":626,""width"":574}},{""featureId"":""ck5jsfpe324220ycz6as3mkue"",""schemaId"":""ck5jayld65aig0978k1c8x1ma"",""title"":""big_gate"",""value"":""big_gate"",""color"":""#00FFFF"",""bbox"":{""top"":142,""left"":928,""height"":568,""width"":742}},{""featureId"":""ck5jsfyok03sn0yc66cwwjs8x"",""schemaId"":""ck5jayld65aih0978o7xzfjh5"",""title"":""total_gate"",""value"":""total_gate"",""color"":""#8000FF"",""bbox"":{""top"":152,""left"":386,""height"":621,""width"":1286}}],""classifications"":[]}",matthewgeng2@gmail.com,2020 Aquadrone Vision Data,1579363827000,1579363827000,28.046,gate_90.jpg,,,,,Gates,[],https://editor.labelbox.com?project=ck5injhcdv5vv0843dtldv2at&label=ck5jsfzx5ghm8095247rrx2cn
ck5jsg9ot7wm008430ngq0nv1,ck5jatd0k41qq0doq5w4sclb0,https://storage.labelbox.com/ck5ec4ea3duqe0899ddgbdz8n%2F6937aad3-bf3b-d501-dbe2-b97092e37dd3-gate_122.jpg?Expires=1580598319902&KeyName=labelbox-assets-key-1&Signature=X5UsBRWPzFnxZLL7i7ouWtMPUMg,"{""objects"":[{""featureId"":""ck5jsg8jf03ss0yc6jysudogx"",""schemaId"":""ck5jayld65aif09786uvbap06"",""title"":""small_gate"",""value"":""small_gate"",""color"":""#FF0000"",""bbox"":{""top"":42,""left"":540,""height"":1020,""width"":986}}],""classifications"":[]}",matthewgeng2@gmail.com,2020 Aquadrone Vision Data,1579363839000,1579363839000,6.494,gate_122.jpg,,,,,Gates,[],https://editor.labelbox.com?project=ck5injhcdv5vv0843dtldv2at&label=ck5jsg9ot7wm008430ngq0nv1
ck5jsgbvj32s90850p4nskfqu,ck5jatd0m41ua0doq4xszdark,https://storage.labelbox.com/ck5ec4ea3duqe0899ddgbdz8n%2Fdb608145-2fe0-f6ee-bf50-d082d4a2a6c8-gate_154.jpg?Expires=1580598319902&KeyName=labelbox-assets-key-1&Signature=Hh_FxF8JF5Cw7r-X3iBkSr9EntY,"{""objects"":[{""featureId"":""ck5jspukl03vp11bw4rm7yy25"",""schemaId"":""ck5jayld65aif09786uvbap06"",""title"":""small_gate"",""value"":""small_gate"",""color"":""#FF0000"",""bbox"":{""top"":152,""left"":319,""height"":621,""width"":903}}],""classifications"":[]}",matthewgeng2@gmail.com,2020 Aquadrone Vision Data,1579363842000,1579364289000,80.246,gate_154.jpg,,,,,Gates,[],https://editor.labelbox.com?project=ck5injhcdv5vv0843dtldv2at&label=ck5jsgbvj32s90850p4nskfqu
ck5jsi1u3siwv0770cgkkyh8l,ck5jatd0a41ge0doqfew60ukp,https://storage.labelbox.com/ck5ec4ea3duqe0899ddgbdz8n%2Fd89d6b38-56d7-bd85-1e68-f63d9bcb34c6-gate_29.jpg?Expires=1580598319902&KeyName=labelbox-assets-key-1&Signature=W_e7--ZPHWUY-VbrQq2ES-0BJYo,{},matthewgeng2@gmail.com,2020 Aquadrone Vision Data,1579363922000,1579363922000,73.832,gate_29.jpg,,,,,Gates,[],https://editor.labelbox.com?project=ck5injhcdv5vv0843dtldv2at&label=ck5jsi1u3siwv0770cgkkyh8l
ck5jsieuxghxd0929ri1b3rt0,ck5jatd0f41jy0doq086d16z5,https://storage.labelbox.com/ck5ec4ea3duqe0899ddgbdz8n%2F7989c9e2-511a-7135-da92-d4b34318d88b-gate_61.jpg?Expires=1580598319902&KeyName=labelbox-assets-key-1&Signature=_eBR4IA7vH-Grlj3gSV8KIwOgLo,"{""objects"":[{""featureId"":""ck5jsic1k24350yczd313leqw"",""schemaId"":""ck5jayld65aih0978o7xzfjh5"",""title"":""total_gate"",""value"":""total_gate"",""color"":""#8000FF"",""bbox"":{""top"":384,""left"":628,""height"":251,""width"":495}}],""classifications"":[]}",matthewgeng2@gmail.com,2020 Aquadrone Vision Data,1579363939000,1579363939000,6.689,gate_61.jpg,,,,,Gates,[],https://editor.labelbox.com?project=ck5injhcdv5vv0843dtldv2at&label=ck5jsieuxghxd0929ri1b3rt0
ck5jsjbu77wvk0843x5oh94sy,ck5jatd0i41ni0doqdy6c2l9h,https://storage.labelbox.com/ck5ec4ea3duqe0899ddgbdz8n%2Fe6881a23-0486-9a9d-76cc-24d7f5ecc5e2-gate_93.jpg?Expires=1580598319902&KeyName=labelbox-assets-key-1&Signature=IuxJsnZYFBigQ16HPsTYm6KCV1o,"{""objects"":[{""featureId"":""ck5jsikhn24370yczu5n4pbix"",""schemaId"":""ck5jayld65aif09786uvbap06"",""title"":""small_gate"",""value"":""small_gate"",""color"":""#FF0000"",""bbox"":{""top"":233,""left"":454,""height"":625,""width"":574}},{""featureId"":""ck5jsiv7w243b0yczfg6pceve"",""schemaId"":""ck5jayld65aig0978k1c8x1ma"",""title"":""big_gate"",""value"":""big_gate"",""color"":""#00FFFF"",""bbox"":{""top"":221,""left"":990,""height"":586,""width"":750}},{""featureId"":""ck5jsjapr243h0yczhr8ch4o6"",""schemaId"":""ck5jayld65aih0978o7xzfjh5"",""title"":""total_gate"",""value"":""total_gate"",""color"":""#8000FF"",""bbox"":{""top"":230,""left"":449,""height"":626,""width"":1295}}],""classifications"":[]}",matthewgeng2@gmail.com,2020 Aquadrone Vision Data,1579363982000,1579363982000,29.031,gate_93.jpg,,,,,Gates,[],https://editor.labelbox.com?project=ck5injhcdv5vv0843dtldv2at&label=ck5jsjbu77wvk0843x5oh94sy
ck5jsje6v3355085064brg6tb,ck5jatd0k41r20doqb9uw9cne,https://storage.labelbox.com/ck5ec4ea3duqe0899ddgbdz8n%2F009b4431-01af-57ab-f3da-0085bde61046-gate_125.jpg?Expires=1580598319902&KeyName=labelbox-assets-key-1&Signature=yDNXM-DVYWYsYn1lVIGw_vd61zw,"{""objects"":[{""featureId"":""ck5jtpeb724ix0ycz1841eavv"",""schemaId"":""ck5jayld65aif09786uvbap06"",""title"":""small_gate"",""value"":""small_gate"",""color"":""#FF0000"",""bbox"":{""top"":125,""left"":549,""height"":865,""width"":1051}}],""classifications"":[]}",matthewgeng2@gmail.com,2020 Aquadrone Vision Data,1579363985000,1579365947000,17.42,gate_125.jpg,,,,,Gates,[],https://editor.labelbox.com?project=ck5injhcdv5vv0843dtldv2at&label=ck5jsje6v3355085064brg6tb
ck5jsjwx0gi370952o69k80hs,ck5jatd0741d60doqdvfo49gn,https://storage.labelbox.com/ck5ec4ea3duqe0899ddgbdz8n%2F14c108b8-5b78-7ec5-15be-6c5feb436091-gate_0.jpg?Expires=1580598319902&KeyName=labelbox-assets-key-1&Signature=T5IOgKWYOH9a-Fd4NZAy56-5U0A,"{""objects"":[{""featureId"":""ck5jsjpuq03u00yc6qdfd7rqa"",""schemaId"":""ck5jayld65aih0978o7xzfjh5"",""title"":""total_gate"",""value"":""total_gate"",""color"":""#8000FF"",""bbox"":{""top"":139,""left"":326,""height"":240,""width"":446}}],""classifications"":[]}",matthewgeng2@gmail.com,2020 Aquadrone Vision Data,1579364009000,1579364009000,12.822000000000001,gate_0.jpg,,,,,Gates,[],https://editor.labelbox.com?project=ck5injhcdv5vv0843dtldv2at&label=ck5jsjwx0gi370952o69k80hs
ck5jsjzrggi3u0952kz4c1vla,ck5jatd0a41gq0doq15ra5r2f,https://storage.labelbox.com/ck5ec4ea3duqe0899ddgbdz8n%2F1d2fb0bf-2ea3-fa97-5a5a-04a1f1049e13-gate_32.jpg?Expires=1580598319902&KeyName=labelbox-assets-key-1&Signature=FB1E5YfaifZwCrF_Vzp19Qemacs,"{""objects"":[{""featureId"":""ck5jtfd0z045911bw1b1kruvt"",""schemaId"":""ck5jayld65aif09786uvbap06"",""title"":""small_gate"",""value"":""small_gate"",""color"":""#FF0000"",""bbox"":{""top"":75,""left"":671,""height"":1021,""width"":1223}}],""classifications"":[]}",matthewgeng2@gmail.com,2020 Aquadrone Vision Data,1579364013000,1579365632000,403.849,gate_32.jpg,,,,,Gates,[],https://editor.labelbox.com?project=ck5injhcdv5vv0843dtldv2at&label=ck5jsjzrggi3u0952kz4c1vla
ck5jsk9nn339w08505r9w0tex,ck5jatd0g41ka0doqh903cedk,https://storage.labelbox.com/ck5ec4ea3duqe0899ddgbdz8n%2Fb58270e5-60cf-29bf-2539-82c2c5f8f8d7-gate_64.jpg?Expires=1580598319902&KeyName=labelbox-assets-key-1&Signature=X0wfJ8Zn7mFWzCix1dBPFNeBZi4,"{""objects"":[{""featureId"":""ck5jsk8e5243q0yczzpnfs0q7"",""schemaId"":""ck5jayld65aih0978o7xzfjh5"",""title"":""total_gate"",""value"":""total_gate"",""color"":""#8000FF"",""bbox"":{""top"":432,""left"":639,""height"":250,""width"":497}}],""classifications"":[]}",matthewgeng2@gmail.com,2020 Aquadrone Vision Data,1579364026000,1579364026000,6.912,gate_64.jpg,,,,,Gates,[],https://editor.labelbox.com?project=ck5injhcdv5vv0843dtldv2at&label=ck5jsk9nn339w08505r9w0tex
ck5jsl7xagi7t095205rt791s,ck5jatd0i41nu0doq8t8earha,https://storage.labelbox.com/ck5ec4ea3duqe0899ddgbdz8n%2F6391a653-68d9-c808-4ff6-942fe8295bb7-gate_96.jpg?Expires=1580598319902&KeyName=labelbox-assets-key-1&Signature=YSfx-AyZ3pdpdr7G9uEA2VZNgvM,"{""objects"":[{""featureId"":""ck5jskj4a03u911bwy9xb5so0"",""schemaId"":""ck5jayld65aif09786uvbap06"",""title"":""small_gate"",""value"":""small_gate"",""color"":""#FF0000"",""bbox"":{""top"":276,""left"":350,""height"":673,""width"":621}},{""featureId"":""ck5jskqvt24400ycztvcw9w8d"",""schemaId"":""ck5jayld65aig0978k1c8x1ma"",""title"":""big_gate"",""value"":""big_gate"",""color"":""#00FFFF"",""bbox"":{""top"":260,""left"":919,""height"":562,""width"":739}},{""featureId"":""ck5jsl6ki03ue11bwc5yskr05"",""schemaId"":""ck5jayld65aih0978o7xzfjh5"",""title"":""total_gate"",""value"":""total_gate"",""color"":""#8000FF"",""bbox"":{""top"":260,""left"":350,""height"":684,""width"":1306}}],""classifications"":[]}",matthewgeng2@gmail.com,2020 Aquadrone Vision Data,1579364070000,1579364070000,28.637999999999998,gate_96.jpg,,,,,Gates,[],https://editor.labelbox.com?project=ck5injhcdv5vv0843dtldv2at&label=ck5jsl7xagi7t095205rt791s
ck5jslw2ugia80952ys0klo6c,ck5jatd0k41re0doqg6wbefn7,https://storage.labelbox.com/ck5ec4ea3duqe0899ddgbdz8n%2F5c37efae-fddf-6ff4-9f8d-4cd9425e625e-gate_128.jpg?Expires=1580598319903&KeyName=labelbox-assets-key-1&Signature=GMVGGeciJN0Vdf7rZXlTVhi8Bbo,"{""objects"":[{""featureId"":""ck5jsleav24470ycz5busev3e"",""schemaId"":""ck5jayld65aif09786uvbap06"",""title"":""small_gate"",""value"":""small_gate"",""color"":""#FF0000"",""bbox"":{""top"":358,""left"":1348,""height"":492,""width"":503}},{""featureId"":""ck5jslmug03ui11bwu1d3rpjs"",""schemaId"":""ck5jayld65aig0978k1c8x1ma"",""title"":""big_gate"",""value"":""big_gate"",""color"":""#00FFFF"",""bbox"":{""top"":384,""left"":804,""height"":501,""width"":586}},{""featureId"":""ck5jslvde244f0ycz8cnoujo7"",""schemaId"":""ck5jayld65aih0978o7xzfjh5"",""title"":""total_gate"",""value"":""total_gate"",""color"":""#8000FF"",""bbox"":{""top"":358,""left"":798,""height"":519,""width"":1055}}],""classifications"":[]}",matthewgeng2@gmail.com,2020 Aquadrone Vision Data,1579364102000,1579364102000,23.801,gate_128.jpg,,,,,Gates,[],https://editor.labelbox.com?project=ck5injhcdv5vv0843dtldv2at&label=ck5jslw2ugia80952ys0klo6c
ck5jsmwlz33hf0850u50fuzpg,ck5jatd0841di0doq3y7936ta,https://storage.labelbox.com/ck5ec4ea3duqe0899ddgbdz8n%2Fc4eebe5a-22c0-9c39-7116-ef4b8fda29ac-gate_3.jpg?Expires=1580598319903&KeyName=labelbox-assets-key-1&Signature=IAuDzSdQcsNbgMoE5R3Ox572Ua4,"{""objects"":[{""featureId"":""ck5jsm2l003uo11bw7y7luxlq"",""schemaId"":""ck5jayld65aif09786uvbap06"",""title"":""small_gate"",""value"":""small_gate"",""color"":""#FF0000"",""bbox"":{""top"":511,""left"":568,""height"":382,""width"":337}},{""featureId"":""ck5jsma22244k0yczw27avgmj"",""schemaId"":""ck5jayld65aig0978k1c8x1ma"",""title"":""big_gate"",""value"":""big_gate"",""color"":""#00FFFF"",""bbox"":{""top"":525,""left"":879,""height"":384,""width"":453}},{""featureId"":""ck5jsmvnb03v10yc6ppb2528a"",""schemaId"":""ck5jayld65aih0978o7xzfjh5"",""title"":""total_gate"",""value"":""total_gate"",""color"":""#8000FF"",""bbox"":{""top"":515,""left"":570,""height"":390,""width"":762}}],""classifications"":[]}",matthewgeng2@gmail.com,2020 Aquadrone Vision Data,1579364149000,1579364149000,20.446,gate_3.jpg,,,,,Gates,[],https://editor.labelbox.com?project=ck5injhcdv5vv0843dtldv2at&label=ck5jsmwlz33hf0850u50fuzpg
ck5jsw1q72lzl0a564x8h0fya,ck5jatd0a41h20doqg2di1o24,https://storage.labelbox.com/ck5ec4ea3duqe0899ddgbdz8n%2Fac763e4f-545a-1afa-360a-636d18563dd4-gate_35.jpg?Expires=1580598319903&KeyName=labelbox-assets-key-1&Signature=3HIWzK8Adnr3gTE7lP5Zqz0YuMY,{},matthewgeng2@gmail.com,2020 Aquadrone Vision Data,1579364575000,1579364575000,19.021,gate_35.jpg,,,,,Gates,[],https://editor.labelbox.com?project=ck5injhcdv5vv0843dtldv2at&label=ck5jsw1q72lzl0a564x8h0fya
